"","repeat1","repeat2","repeat3","repeat4","repeat5","repeat6","repeat7","repeat8","repeat9","repeat10"
"2003",13.9047113752122,8.46519524617997,13.1923811544992,14.7486205432937,14.0392614601019,14.6696731748727,15.4872665534805,7.67391765704584,13.9573429541596,15.0428692699491
"2004",9.08762802873959,4.25692772427323,6.066940638615,8.648165080639,4.33810773841372,3.82284126665648,19.1774608111035,6.066940638615,4.24330444724706,3.37493733916788
"2005",9.06276559404249,8.21449921431987,5.37847065655531,9.04013800642208,10.9509223201476,9.06276559404249,7.42877638860422,8.25441518070643,8.44272221083555,7.42877638860422
"2006",8.17037037037037,7.27777777777778,8.78888888888889,8.12222222222222,5.95185185185185,8.31481481481481,6.79259259259259,6.79259259259259,8.12222222222222,9.22962962962963
"2007",17.4279574592075,6.83116258741259,5.96539918414918,6.67648601398601,5.96539918414918,6.83116258741259,5.87162004662005,8.24354603729604,7.4768648018648,10.269594988345
"2008",3.3247113997114,3.3247113997114,3.32768759018759,8.46641414141414,7.9458152958153,7.95149711399711,3.3247113997114,3.89485930735931,6.81863275613276,7.18275613275613
"2009",5.06806551674228,5.06683120141222,6.95256834490667,7.88105566087827,9.75632060812925,9.70602382411286,5.98339148797958,4.12313852342675,6.94223218916778,8.82416780019757
"2010",7.94232617710879,9.58479038044255,7.1186786165047,7.72840324796847,6.29503105590062,7.91058014536275,12.8318019883237,6.29503105590062,11.2051896617114,6.29503105590062
"2011",11.2592256367446,5.66483186169597,5.66483186169597,9.62738385643692,9.65865320155829,6.55672597850812,8.14239093448973,5.66483186169597,10.5876251582757,6.56951810412768
"2012",12.3303555689731,10.7253137927732,10.7208927818106,11.4839741827828,10.6295047549788,12.5947302136298,10.5753200991722,9.19210714076066,11.605336569067,7.33208225418698
"2013",20.9836760485076,7.47577785847977,5.11284307649965,5.51185791372436,8.43578841468496,7.47577785847977,13.7954878056072,13.7954878056072,8.99420442797164,8.42669750559405
"2014",4.61300547151806,18.169909506969,4.61300547151806,5.53271886897745,7.49151371511783,6.23216612017527,5.57529974475055,6.0526549740623,6.74286401114776,18.4389148926334
"2015",10.8648894599499,13.1251593924601,8.76558897121355,8.77864833773264,13.5204784852081,11.5926688740936,12.0024137065447,4.62932870160649,15.0069587015158,7.83700399087917
"2016",7.18873623725298,6.16111880683778,18.5310638836996,6.21385588621648,6.5525229139622,5.23524989984814,5.23524989984814,5.23524989984814,18.6636079844051,8.46164802203074
"2017",9.09057939867187,5.72469898741311,9.18577436030566,6.70162926612461,7.37744382061598,7.57837649855309,7.23472955357813,6.28017210013845,8.88978945988781,6.67554073324852
"2018",10.5132313996133,10.5752054974249,17.2507323857985,9.59916157871994,11.3469870492588,10.3035438117339,12.3445642681218,9.5585468415761,10.0332513988086,9.52302780063963
"2019",14.8919521554225,14.8882652523808,16.280024465278,10.0510783593619,14.8880638501111,12.499319930383,17.2986762961541,11.4613634181504,13.8980507458737,15.3488966786183
"2020",10.2235826452436,16.9747013085745,11.3657389864901,10.7194392843796,17.9380786603043,11.2761332882412,19.2710371720678,12.7641597773285,16.9747013085745,11.0358687136577
